#{"t_start": 1649887902.7835877, "env_id": null}
r,l,t
-794.542138,1000,2.946016
-663.945271,1000,4.004517
-3666.975038,1000,6.170529
-690.320692,1000,7.247605
-966.558627,1000,9.381154
-1441.345498,1000,10.52702
-597.275455,1000,12.702878
-1213.072953,1000,13.811874
-1207.287404,1000,15.941175
-922.108324,1000,17.002989
-560.245017,1000,19.15822
-2057.87871,1000,20.225258
-1250.322591,1000,22.328568
-1054.848284,1000,23.379761
-1887.837794,1000,25.459656
-1739.754591,1000,26.50781
-1012.888117,1000,28.582904
-2810.356013,1000,29.691015
-1838.371052,1000,31.787001
-1524.236359,1000,32.839803
-1387.640831,1000,34.978076
-696.219027,1000,36.065412
-874.738594,1000,38.204145
-713.805504,1000,39.256676
-1167.68497,1000,41.341497
-1475.979679,1000,42.39169
-504.858296,1000,44.453409
-986.378305,1000,45.502215
-1897.275855,1000,47.631942
-394.95398,1000,48.686771
-473.252359,1000,50.815128
-624.817672,1000,51.876006
-2904.255021,1000,54.010908
-736.605864,1000,55.044798
-2444.492218,1000,57.098638
-893.521518,1000,58.141448
-678.135661,1000,60.245087
-632.695306,1000,61.34321
-1005.862609,1000,63.429387
-1055.444649,1000,64.470696
-238.970915,1000,66.614971
-1482.526947,1000,67.684454
-1192.93004,1000,68.735332
-2098.344852,1000,70.843198
-990.93812,1000,71.898339
-3418.315747,1000,73.995395
-1631.472053,1000,75.072041
-2046.329117,1000,77.18537
-1424.119089,1000,78.237557
-3450.230695,1000,80.314271
-1448.386262,1000,81.362111
-986.875176,1000,83.462887
-2120.926469,1000,84.513768
-2364.938811,1000,86.626477
-501.912761,1000,87.679192
-2246.599628,1000,89.811722
-2010.878418,1000,90.914246
-1453.642905,1000,93.079179
-2043.811877,1000,94.140397
-696.616953,1000,96.292531
-1115.333309,1000,97.360898
-808.459548,1000,99.506399
-453.046396,1000,100.65952
-776.006794,1000,102.900143
-534.93766,1000,104.029291
-2638.244024,1000,106.220096
-1139.228634,1000,107.311948
-837.445906,1000,109.442033
-1151.723835,1000,110.530716
-1098.413948,1000,112.701509
-1786.954885,1000,113.755107
-489.993352,1000,115.998884
-3551.733652,1000,117.123897
-2387.669777,1000,119.237239
-997.502911,1000,120.310981
-1852.685605,1000,122.481061
-2533.353653,1000,123.545698
-659.228853,1000,125.644854
-2745.685341,1000,126.684566
-498.336784,1000,128.782599
-3221.733008,1000,129.832489
-1563.567059,1000,132.007558
-2820.35765,1000,133.08657
-542.37548,1000,135.16662
-1361.361144,1000,136.239944
-905.659612,1000,137.327898
-1458.171641,1000,139.442676
-1305.282267,1000,140.50526
-1596.075832,1000,142.607498
-1088.160856,1000,143.663371
-1525.570307,1000,145.755162
-630.660612,1000,146.818321
-1252.329695,1000,148.967147
-1201.042448,1000,150.040255
-385.34926,1000,152.212879
-609.879603,1000,153.337487
-981.681268,1000,155.419006
-2291.906748,1000,156.478095
-775.4984,1000,158.654966
-611.410548,1000,159.754102
-451.490625,1000,161.942969
-393.512572,1000,162.97607
-541.877329,1000,165.02179
-435.45245,1000,166.055955
-482.432524,1000,168.096297
-1805.543269,1000,169.204777
-1283.883219,1000,171.275329
-446.142904,1000,172.353883
-2707.950674,1000,174.534895
-2059.282137,1000,175.657167
-549.580296,1000,177.717241
-552.82648,1000,178.847079
-797.426028,1000,180.976078
-831.424212,1000,182.054487
-796.090827,1000,184.187003
-999.370631,1000,185.248668
-2857.126212,1000,187.441121
-393.226155,1000,188.534254
-586.599847,1000,190.623609
-738.122324,1000,191.655946
-1527.122444,1000,193.772103
-2193.17432,1000,194.82303
-2210.286452,1000,197.048018
-605.882768,1000,198.112911
-1838.985145,1000,200.245463
-783.73303,1000,201.286195
-1443.427158,1000,203.366869
-1988.892659,1000,204.50303
-982.573389,1000,205.58817
-1094.310914,1000,207.752241
-745.645568,1000,208.945072
-471.527674,1000,211.114697
-1836.528973,1000,212.16902
-483.140097,1000,214.299462
-594.095906,1000,215.424713
-1063.849504,1000,217.554463
-2805.780592,1000,218.63106
-908.706775,1000,220.815273
-1728.515064,1000,221.871858
-2809.062159,1000,223.975379
-1369.108175,1000,225.031821
-966.114386,1000,227.208465
-344.581907,1000,228.264457
-2391.882982,1000,230.390253
-339.029955,1000,231.433779
-1524.095904,1000,233.542128
-323.298936,1000,234.585111
-1586.227023,1000,236.672275
-2592.893718,1000,237.770173
-504.827838,1000,239.913392
-2180.95597,1000,240.972471
-1526.422633,1000,243.137934
-195.991154,1000,244.202579
-415.020077,1000,246.379781
-522.63693,1000,247.44026
-1615.089496,1000,249.588325
-291.845456,1000,250.644678
-2660.307114,1000,252.72177
-560.665016,1000,253.764635
-1082.640192,1000,255.840645
-1170.382751,1000,256.917
-1406.143616,1000,258.999227
-598.923028,1000,260.045235
-495.484127,1000,262.116922
-1804.399266,1000,263.156445
-378.685697,1000,265.261452
-850.748735,1000,266.305561
-327.292894,1000,268.366877
-834.245959,1000,269.416234
-611.461519,1000,271.479638
-584.785162,1000,272.529913
-3916.292645,1000,273.581749
-2288.476623,1000,275.68365
-597.126606,1000,276.723151
-1557.039127,1000,278.83545
-1546.247579,1000,279.918631
-154.512569,1000,281.990251
-214.269842,1000,283.08882
-984.046434,1000,285.348987
-308.202211,1000,286.442798
-799.706582,1000,288.543974
-1310.720796,1000,289.602545
-1635.28328,1000,291.728718
-793.021784,1000,292.833705
-2125.859503,1000,294.919132
-2932.091807,1000,295.980616
-1283.850982,1000,298.09464
-770.655908,1000,299.184195
-492.95794,1000,301.305289
-327.963374,1000,302.349915
-228.004209,1000,304.453517
-655.96964,1000,305.497654
-2599.214887,1000,307.553769
-449.01629,1000,308.595668
-3838.430601,1000,310.645757
-290.656964,1000,311.694604
-2244.965379,1000,313.779158
-1749.333779,1000,314.834978
-1836.706195,1000,316.985775
-1647.097439,1000,318.032165
-2321.222192,1000,320.106648
-1490.908038,1000,321.15191
-2236.244927,1000,323.211713
-1675.802565,1000,324.256964
-848.153571,1000,326.3145
-1192.462841,1000,327.374276
-1793.509238,1000,329.550303
-863.879815,1000,330.605703
-618.399525,1000,332.674734
-1213.627346,1000,333.725324
-1307.858627,1000,335.849561
-781.345323,1000,336.901817
-2755.72905,1000,338.984019
-1416.79192,1000,340.03432
-363.059736,1000,341.08081
-2872.088759,1000,343.160633
-2317.590748,1000,344.209086
-701.809747,1000,346.31466
-894.530296,1000,347.363123
-2260.047684,1000,349.447804
-287.652908,1000,350.557599
-1386.533514,1000,352.821424
-2115.309093,1000,353.882253
-1288.848156,1000,356.051361
