Algo,Env,X_avg,X_var,Y_avg,Y_var,Quat_rmsd
PPO_NDR,Ant_mini-v1,0.48290523615783726,0.003320420505167491,-0.002828826954442693,0.009901472352620991,0.03791761467257648
PPO_NDR,Ant_mini_sensor-v0,0.46193129249970194,0.009079749839083256,-0.009477107774255648,0.020134853830902015,0.07531756501051977
PPO_NDR,Ant_mini_sensor-v1,0.47733321830426567,0.004231306966118065,-0.0063849485909179115,0.017316348207470807,0.04436765827331726
PPO_NDR,Ant_mini_sensor-v2,0.4780288073292985,0.005160775634980503,-0.006519988491748436,0.01027768393034632,0.039616249964094866
PPO_NDR,Ant_mini_sensor-v3,0.48550017364953024,0.002974528646575841,0.002917509717538043,0.019395300957990518,0.03927036794191985
PPO_NDR,Ant_mini_sensor-v4,0.10269359376924159,0.027843399640035644,0.02761935380727385,0.03364287333515521,0.2260289820986392
PPO_NDR,Ant_mini_sensor-v5,0.10012203986579823,0.04821264185325257,0.008443088541692402,0.045791303093128004,0.4299366291890749
PPO_NDR,Ant_mini_sensor-v6,0.25322307860983784,0.04123117059751417,0.004094031606002496,0.06627963810719587,0.2550088197121014
