#{"t_start": 1650204820.081817, "env_id": null}
r,l,t
-939.674632,1000,2.923805
-766.762141,1000,4.018328
-990.025744,1000,6.152062
-1697.350327,1000,7.255651
-823.529466,1000,9.398451
-1950.423245,1000,10.498986
-744.363191,1000,12.6126
-923.7972,1000,13.704375
-559.545453,1000,15.814711
-700.038413,1000,16.901873
-543.209368,1000,19.010452
-761.048449,1000,20.091856
-1349.039906,1000,22.199654
-557.227283,834,23.113211
-594.896901,1000,25.273584
-727.733297,1000,26.365773
-755.510339,1000,28.47046
-906.308941,1000,29.591968
-597.619454,1000,31.70896
-515.000247,1000,32.80891
-2310.432685,1000,34.961669
-1099.247351,1000,36.065639
-1310.210152,1000,38.253403
-1777.710155,1000,39.407873
-935.210887,1000,41.532538
-1371.566258,862,42.48936
-69.447734,146,42.650069
-1125.862332,1000,44.854137
-380.711461,1000,45.933171
-958.835373,1000,48.144254
-2373.219861,1000,49.217057
-2264.983675,1000,51.314411
-644.006719,1000,52.390642
-897.939502,1000,54.537802
-2058.196975,1000,55.623435
-1399.011262,1000,57.715743
-1489.904472,1000,58.807585
-156.32433,281,59.116312
-2146.511455,1000,61.247199
-1658.801982,1000,62.350905
-2361.061001,1000,64.479405
-476.74529,1000,65.568029
-530.002175,1000,67.709021
-1187.311629,1000,68.796405
-390.85223,1000,70.898951
-542.450362,1000,71.979816
-864.687564,1000,74.119453
-1484.721145,1000,75.214932
-848.801169,1000,77.370973
-523.101695,1000,78.46087
-423.476489,1000,79.563004
-539.925291,1000,81.695589
-1262.030953,1000,82.793701
-825.904592,1000,84.916632
-569.406243,1000,85.999395
-1333.96851,1000,88.114998
-2830.980575,1000,89.199029
-1349.211183,1000,91.311634
-704.218692,1000,92.400152
-1792.055724,1000,94.517731
-1417.493267,1000,95.608537
-361.404117,1000,97.736255
-526.239797,1000,98.825652
-50.887501,168,99.009862
-916.656219,1000,101.10607
-327.176814,1000,102.19054
-1346.901962,1000,104.291417
-615.315602,1000,105.383124
-688.137426,1000,107.520132
-949.929175,1000,108.603364
-91.752121,236,108.857247
-216.843746,442,110.36093
-639.580774,1000,111.43645
-394.461006,398,111.870508
-255.189953,632,113.583114
-1015.402018,1000,114.677417
-908.73001,1000,116.7986
-871.797129,1000,117.892612
-906.525358,1000,120.037977
-364.924202,1000,121.157884
-1408.000889,1000,123.293101
-119.810266,344,123.672787
-303.105405,457,124.17467
-27.030823,78,124.259692
-1044.242679,1000,126.386008
-1344.274751,1000,127.484997
-594.187707,1000,129.634606
-585.999294,1000,130.731502
-959.79237,1000,131.829045
-34.712085,177,133.122126
-599.639875,1000,134.232077
-1043.913377,720,135.023631
-297.34941,1000,137.139228
-1738.628185,1000,138.224054
-270.643116,1000,140.38796
-1749.723264,1000,141.468287
-738.165132,1000,143.672237
-529.46383,1000,144.786781
-556.720819,1000,146.940845
-582.710374,1000,148.028608
-964.869991,1000,150.123326
-273.7503,1000,151.234721
-320.36027,1000,153.320051
-246.388618,1000,154.414741
-608.475557,1000,156.510566
-1375.069393,1000,157.604085
-745.183193,1000,159.69001
-541.795483,1000,160.774772
