#{"t_start": 1650235892.0437543, "env_id": null}
r,l,t
233.23891,1000,4.546437
-1099.212086,1000,9.208344
-1536.273262,1000,13.860502
-1096.745913,1000,18.43841
-1129.859498,1000,23.019226
-1251.068392,1000,27.840141
-1209.060129,1000,32.448708
-1279.507228,1000,37.123322
-1067.828335,1000,41.719965
-1132.637637,1000,46.328467
-1133.343417,1000,50.875032
-1122.316465,1000,55.656915
-1312.457702,1000,60.358359
-1051.127648,1000,65.014244
-1039.323853,1000,69.621284
-1186.032934,1000,74.234915
-1074.287,1000,78.806862
-1083.318577,1000,83.49429
-1024.978723,1000,88.104837
-1261.823224,1000,92.749333
-1097.736154,1000,97.385971
-1183.720629,1000,102.194043
-1022.599463,1000,106.995529
-970.444607,1000,111.674448
-1079.694917,1000,116.358135
-1166.695289,1000,120.936384
-1137.910032,1000,125.640388
-1040.420443,1000,130.294103
-1127.648594,1000,134.880014
-1208.744068,1000,139.427691
-1063.905997,1000,144.087855
-1004.617128,1000,148.723939
-1115.493811,1000,153.427704
-973.53632,1000,158.105376
-990.430903,1000,162.69563
-1102.732047,1000,167.284506
-1171.724744,1000,171.95313
-1018.730489,1000,176.610581
-1010.211246,1000,181.206944
-958.107902,1000,185.809647
-1284.336773,1000,190.43901
-1073.092635,1000,195.067274
-1014.21409,1000,199.708407
-1067.995277,1000,204.242301
-1048.547835,1000,209.065843
-1129.92211,1000,213.825254
-1112.965487,1000,218.474198
-1101.711924,1000,223.113446
-995.96662,1000,227.761985
-971.908821,1000,232.389241
-1062.715355,1000,237.071392
-1031.32015,1000,241.794872
-1196.911168,1000,246.362845
-1293.156699,1000,250.946071
-1069.984705,1000,255.618066
-1068.594446,1000,260.294694
-1248.752486,1000,264.933714
-985.77667,1000,269.486293
-1088.609873,1000,274.075146
-1112.788052,1000,278.684603
-1119.987332,1000,283.309082
-1100.699388,1000,287.928529
-1078.39117,1000,292.533537
-1209.840579,1000,297.229737
-1014.898924,1000,301.860584
-1037.494115,1000,306.509985
-1169.710649,1000,311.254182
-1070.024692,1000,315.912045
-955.133313,1000,320.520605
-1034.488818,1000,325.159056
-1158.671643,1000,329.800395
-1133.00242,1000,334.472593
-1203.770388,1000,339.087884
-1154.325711,1000,343.696364
-975.700037,1000,348.457538
-954.24797,1000,353.198739
-1097.136808,1000,357.846947
-1077.491111,1000,362.52786
-993.250709,1000,367.16556
-1117.576472,1000,371.876976
-1178.0521,1000,376.571631
-1109.794254,1000,381.244345
-1320.701686,1000,385.948922
-1098.593541,1000,390.66891
-1195.051781,1000,395.37303
-1214.553836,1000,399.935622
-1151.272124,1000,404.614222
-990.724198,1000,409.248524
-1035.654718,1000,413.922558
-1254.577803,1000,418.577785
-1274.134186,1000,423.248874
-1002.340798,1000,427.908115
-972.709233,1000,432.60505
-1052.145021,1000,437.239564
-1344.517174,1000,442.018955
-1142.733572,1000,446.741976
-981.693125,1000,451.528141
-1091.165419,1000,456.266625
-1010.850734,1000,461.005173
-1077.782165,1000,465.721723
-1169.757505,1000,470.42825
-1045.251801,1000,475.103742
-1216.645925,1000,479.704723
-1053.43228,1000,484.31229
-1152.311371,1000,488.992934
-1064.971755,1000,493.683077
-1089.497736,1000,498.576105
-1114.12909,1000,503.258133
-1140.473367,1000,507.86275
-1014.985287,1000,512.466161
-981.654125,1000,517.095889
-1131.889681,1000,521.691581
-1081.612493,1000,526.340341
-980.966794,1000,530.974695
-983.249496,1000,535.665973
-1281.108456,1000,540.369273
-964.697173,1000,544.978829
-1142.876173,1000,549.56412
-1113.085363,1000,554.183534
-1093.435218,1000,558.807245
-1005.5691,1000,563.461497
-965.787923,1000,568.227656
-1039.943038,1000,572.850244
-1062.494867,1000,577.467133
-991.339444,1000,582.100252
-1089.947188,1000,586.698877
-1043.291779,1000,591.46675
-1203.474481,1000,596.145401
-1080.220554,1000,600.769236
-1000.502778,1000,605.42583
-1107.212322,1000,610.122605
-1055.894905,1000,614.788577
-1098.525967,1000,619.485093
-1155.895266,1000,624.237617
-1203.131904,1000,628.981792
-1012.818791,1000,633.714885
-1337.470554,1000,638.716945
-1228.255401,1000,643.481752
-979.641579,1000,648.230741
-1066.899356,1000,652.892539
-1092.669165,1000,657.597425
-1027.960911,1000,662.286133
-1109.550145,1000,667.064369
-1238.481377,1000,671.790893
-1197.055067,1000,676.49786
-1167.185499,1000,681.17378
-1076.559444,1000,685.954971
-1003.938786,1000,690.657984
-1135.308882,1000,695.341037
-1064.956451,1000,700.124768
-1257.657506,1000,705.038575
-1130.55662,1000,709.861738
-972.261573,1000,714.639176
-1442.081041,1000,719.328772
-1110.324968,1000,723.986749
-1210.665936,1000,728.655005
-1011.589995,1000,733.402173
-1108.20973,1000,738.263475
-1193.346038,1000,743.032063
-1040.714432,1000,747.78506
-1164.03193,1000,752.412893
-1148.975235,1000,757.176123
-1098.835413,1000,761.929346
-1128.530777,1000,766.667726
-1048.336955,1000,771.402834
-1038.857205,1000,776.145062
-1009.960445,1000,780.885215
-1181.28951,1000,785.558021
-1029.649732,1000,790.332383
-1368.915618,1000,795.251438
-960.488983,1000,800.017462
-1120.905161,1000,804.763572
-1015.616969,1000,809.461617
-1045.25955,1000,814.412082
-1006.249981,1000,819.261917
-1058.185793,1000,824.020599
-985.053131,1000,828.775064
-1059.679589,1000,833.565365
-1337.318536,1000,838.416414
