#{"t_start": 1650195283.4159708, "env_id": null}
r,l,t
-806.128876,1000,2.895929
-1378.016316,1000,3.971645
-2579.618499,1000,6.108434
-937.97897,1000,7.195147
-972.89885,1000,9.293658
-1497.364783,1000,10.424373
-1153.50574,1000,12.549664
-751.460413,1000,13.632171
-827.860837,1000,15.720935
-3290.870561,1000,16.811225
-667.013123,1000,18.907273
-881.124016,1000,19.976586
-786.950241,1000,22.082682
-1115.542196,1000,23.152548
-1042.446654,1000,25.231293
-1630.397457,1000,26.29959
-910.142023,1000,28.393713
-666.757257,1000,29.468231
-526.678977,1000,31.609982
-1231.154141,1000,32.681481
-790.276679,1000,34.798162
-1696.026688,1000,35.85377
-708.67971,1000,37.944725
-1606.303201,1000,39.005453
-1339.355749,1000,41.100015
-636.50316,1000,42.165534
-588.064739,1000,44.265606
-969.203151,1000,45.356687
-787.870236,1000,47.462159
-2452.890329,1000,48.529897
-654.436672,1000,50.630123
-1942.870531,1000,51.695871
-894.449865,1000,53.807102
-2134.148169,1000,54.875846
-680.345135,1000,56.965882
-706.084874,1000,58.044436
-887.709799,1000,60.141844
-1437.614556,1000,61.216943
-1586.459717,1000,63.33018
-426.480804,1000,64.403666
-895.539905,1000,66.583243
-450.72003,1000,67.666483
-1889.519236,1000,68.747789
-796.673791,1000,70.858449
-489.215481,1000,71.934532
-555.870182,1000,74.039247
-741.137604,1000,75.105088
-711.235738,1000,77.20987
-784.980391,1000,78.27887
-557.409785,1000,80.377048
-607.351454,1000,81.460705
-632.408462,1000,83.549731
-1515.685294,1000,84.618036
-671.043454,1000,86.720239
-940.587211,1000,87.787186
-916.356265,1000,89.956323
-1256.933353,1000,91.027366
-512.089652,1000,93.126427
-1859.290715,1000,94.186919
-876.536605,1000,96.291824
-1400.698143,1000,97.348229
-948.831617,1000,99.436031
-1548.016198,1000,100.504623
-1613.857852,1000,102.614618
-2240.451027,1000,103.747016
-674.20849,1000,105.88145
-822.951311,1000,106.95841
-726.881224,1000,109.045439
-1538.223453,1000,110.115107
-1215.954117,1000,112.260922
-763.008442,1000,113.356647
-1152.807301,1000,115.510769
-776.69396,1000,116.58802
-716.478848,1000,118.703495
-819.084352,1000,119.777291
-776.602002,1000,121.866949
-382.858436,1000,122.937039
-957.693477,1000,125.069977
-2070.31408,1000,126.14688
-804.508382,1000,128.285422
-527.485496,1000,129.353468
-1342.95843,1000,131.520664
-1164.866469,1000,132.592798
-865.801272,1000,134.694639
-576.684199,1000,135.781279
-762.940666,1000,136.880764
-762.640391,1000,138.951002
-914.364263,1000,140.015281
-618.086913,1000,142.07153
-690.128405,1000,143.145418
-1348.685489,1000,145.243106
-591.673079,1000,146.33016
-775.984528,1000,148.446392
-1545.713933,1000,149.516446
-2107.036329,1000,151.597
-1065.140131,1000,152.678276
-1693.273886,1000,154.890159
-383.12131,1000,155.964691
-643.769168,1000,158.066235
-387.866557,1000,159.137277
-735.555876,1000,161.21965
-475.432071,1000,162.285652
-1121.154518,1000,164.362561
-487.42916,1000,165.419456
-737.188958,1000,167.528467
-2218.810255,1000,168.613826
-556.19798,1000,170.721163
-793.363978,1000,171.799634
-1618.345318,1000,173.906493
-338.899349,1000,174.992565
-602.908725,1000,177.135907
-450.443768,1000,178.212687
-929.730931,1000,180.341622
-1617.170076,1000,181.426032
-460.405946,1000,183.53088
-646.480215,1000,184.616698
-508.177057,1000,186.735171
-715.302428,1000,187.809395
-698.372525,1000,189.920247
-1249.966092,1000,191.007167
-397.298042,1000,193.168884
-641.524864,1000,194.246378
-312.114819,1000,196.341994
-2682.438998,1000,197.409354
-1335.23466,1000,199.522423
-420.728425,1000,200.613502
-1232.956243,1000,202.721587
-953.785586,1000,203.791198
-960.535869,1000,204.865911
-525.817989,1000,206.995112
-734.259575,1000,208.072789
-501.017622,1000,210.238286
-1546.029988,1000,211.355261
-727.162423,1000,213.496352
-1249.053544,1000,214.562604
-1364.881918,1000,216.688891
-309.073969,1000,217.759079
-1456.009275,1000,219.987049
-561.258007,1000,221.067271
-418.884283,1000,223.174976
-1031.114689,1000,224.25348
-1693.781525,1000,226.360008
-1309.957207,1000,227.433764
-814.917191,1000,229.525453
-1058.750458,1000,230.579538
-1563.421721,1000,232.668935
-336.509692,1000,233.736072
-936.79162,1000,235.922503
-324.527587,1000,236.990251
-1567.729535,1000,239.142174
-1072.723083,1000,240.21734
-511.559692,1000,242.345622
-622.894701,1000,243.414053
-905.684892,1000,245.535077
-1138.26541,1000,246.615822
-424.618222,1000,248.811609
-571.437696,1000,249.910242
-1005.762308,1000,252.042244
-746.605103,1000,253.116772
-287.45499,1000,255.239368
-455.24284,1000,256.324751
-694.859373,1000,258.43192
-473.372244,1000,259.512295
-554.613087,1000,261.606187
-495.41834,1000,262.691828
-782.81265,1000,264.785031
-918.391625,1000,265.863842
-506.762401,1000,267.955297
-504.902282,1000,269.02123
-534.743323,1000,271.133769
-267.012183,1000,272.211829
-1494.415941,1000,273.28721
-1218.410597,1000,275.404096
-397.176538,1000,276.477501
-444.738805,1000,278.610265
-594.873264,1000,279.69096
-410.383226,1000,281.799252
-439.503052,1000,282.898132
-442.321246,1000,285.005189
-271.9726,1000,286.071126
-951.441493,1000,288.220848
-1718.839002,1000,289.306571
-641.084599,1000,291.449393
-1911.479384,1000,292.529918
-1452.655636,1000,294.658273
-1068.397561,1000,295.749781
-263.70196,1000,297.857856
-587.71188,1000,298.924572
-229.915918,1000,301.06131
-287.380749,1000,302.132566
-561.05951,1000,304.232798
-1019.198948,1000,305.310106
-1346.160423,1000,307.403666
-402.896611,1000,308.49366
-1746.348405,1000,310.628047
-456.363261,1000,311.706645
-375.52293,1000,313.785996
-576.875103,1000,314.86186
-625.505623,1000,316.944008
-672.533516,1000,318.020175
-608.522394,1000,320.099663
-787.91287,1000,321.168895
-339.377315,1000,323.252813
-1417.490121,1000,324.343594
-749.122751,1000,326.481287
-464.089837,1000,327.56752
-1002.018789,1000,329.703677
-946.81193,1000,330.782474
-807.454531,1000,332.912796
-335.52503,1000,333.9857
-900.482361,1000,336.114779
-432.379705,1000,337.218628
-867.386479,1000,339.355207
-306.634177,1000,340.424944
-1102.323409,1000,341.493539
-2858.988923,1000,343.612569
-1076.903739,1000,344.718748
-405.875955,1000,346.809924
-465.248425,1000,347.890456
-572.660016,1000,350.036968
-314.706514,1000,351.122553
-953.880749,1000,353.242118
-446.5056,1000,354.338069
-1088.405871,1000,356.450631
-547.626994,1000,357.535836
-553.181419,1000,359.641585
-477.988338,1000,360.72493
-779.334225,1000,362.889858
-459.401749,1000,363.978486
-472.368718,1000,366.120483
-297.362357,1000,367.217268
-334.551225,1000,369.404755
-623.446256,1000,370.483221
-820.258325,1000,372.641411
-361.091865,1000,373.701555
-486.57246,1000,375.812851
-349.71973,1000,376.900834
-173.102288,1000,379.016413
-1406.767,1000,380.081568
-576.207889,1000,382.208921
-1064.870925,1000,383.318331
-301.129412,1000,385.444372
-1109.026888,1000,386.52387
-1042.38373,1000,388.649091
-228.310674,1000,389.718828
-498.178321,1000,391.816751
-514.139897,1000,392.885066
-395.392619,1000,395.020485
-976.048535,1000,396.096663
-140.669619,1000,398.199405
-1601.834708,1000,399.31294
-446.576081,1000,401.503788
-491.856652,1000,402.700121
-161.2773,1000,404.884
-202.992681,1000,405.972072
-346.838691,1000,407.076479
-1191.334123,1000,409.217414
-453.23384,1000,410.296891
-1235.619272,1000,412.450765
-697.20334,1000,413.547508
-859.096598,1000,415.700135
-389.905825,1000,416.772932
-461.191579,1000,418.898118
-436.077746,1000,419.983827
-531.286762,1000,422.132934
-1557.047565,1000,423.329933
-627.211378,1000,425.609222
-785.199994,1000,426.698286
-229.917487,1000,428.836815
-797.6402,1000,429.92526
-224.381155,1000,432.085009
-862.268288,1000,433.149523
-434.855829,1000,435.343342
-383.180911,1000,436.42558
-799.566439,1000,438.542594
-232.311269,1000,439.617178
-115.78579,1000,441.744691
-1582.734075,1000,442.816243
-1176.018094,1000,444.964555
-276.303059,1000,446.059493
-685.225512,1000,448.269426
-387.135753,1000,449.337123
-753.241952,1000,451.407308
-395.82174,1000,452.474786
-631.518458,1000,454.60327
-109.748094,1000,455.709471
-1043.375075,1000,457.911307
-756.42489,1000,459.006686
-1396.38507,1000,461.131231
-1561.094865,1000,462.219992
-424.792317,1000,464.366513
-421.581012,1000,465.460719
-244.851395,1000,467.588097
-318.481181,1000,468.656713
-584.063312,1000,470.746504
-203.650281,1000,471.840573
-244.60387,1000,473.939161
-367.047092,1000,475.017431
-308.528458,1000,476.094298
-285.676096,1000,478.21293
-972.29669,1000,479.305441
-200.256629,1000,481.43076
-433.155998,1000,482.531182
-2417.845429,1000,484.654392
-600.524606,1000,485.723477
-114.971585,1000,487.853591
-1696.964391,1000,488.945283
-800.449727,1000,491.057448
-247.444588,1000,492.130532
-280.190261,1000,494.231778
-273.977733,1000,495.316994
-97.606696,1000,497.454047
-439.680611,1000,498.541951
-250.793186,1000,500.654318
-513.108289,1000,501.734857
-1190.008093,1000,503.900622
-548.716592,1000,504.99017
-371.140577,1000,507.11623
-895.296889,1000,508.219067
-951.112169,1000,510.350191
-632.933886,1000,511.43418
-444.452948,1000,513.568001
-147.80576,1000,514.64628
-720.469304,1000,516.827612
-436.012735,1000,517.967369
-233.928717,1000,520.180767
-1080.893302,1000,521.325554
-284.15836,1000,523.463888
-229.362826,1000,524.563108
2.291571,1000,526.694348
-521.373162,1000,527.791125
-86.858832,1000,529.89782
-778.862075,1000,530.977166
-107.171248,1000,533.081816
-154.611091,1000,534.169552
-210.173431,1000,536.283492
-241.902861,1000,537.366692
-236.908983,1000,539.505226
-611.519021,1000,540.598465
-1990.665665,1000,542.718096
-1272.995649,1000,543.809607
-946.868159,1000,544.883907
-1090.217477,1000,547.025268
-252.311984,1000,548.108416
-226.803526,1000,550.223316
-168.01213,1000,551.310612
-1068.157412,1000,553.391392
-256.533088,1000,554.470954
-1395.118842,1000,556.726204
-3.876159,1000,557.920116
-172.093169,1000,560.160919
-703.536199,1000,561.255148
-614.7475,1000,563.386084
-151.783013,1000,564.46672
-852.990579,1000,566.610521
-548.406495,1000,567.706156
-300.479508,1000,569.830305
-67.722251,1000,570.923664
-42.236768,1000,573.045582
-1021.354644,1000,574.126257
