#{"t_start": 1649892615.9133184, "env_id": null}
r,l,t
-1160.751501,1000,2.95891
-1582.640829,1000,4.028908
-475.347744,1000,6.094959
-1153.860482,1000,7.135196
-1590.713901,1000,9.240305
-613.236874,1000,10.424803
-1752.619277,1000,12.496368
-1099.456735,1000,13.532854
-653.583111,1000,15.583015
-893.960173,1000,16.620551
-2636.540604,1000,18.67218
-2823.832187,1000,19.707172
-2740.809109,1000,21.754336
-940.068422,1000,22.794527
-2159.155332,1000,24.852411
-3705.465654,1000,25.891206
-1869.921827,1000,27.964769
-2799.618136,1000,29.003171
-2796.322605,1000,31.05503
-473.413175,1000,32.094696
-786.642215,1000,34.175548
-1077.455647,1000,35.228515
-1912.516699,1000,37.358715
-1824.677034,1000,38.401459
-406.85257,1000,40.439948
-2704.951881,1000,41.476333
-988.383825,1000,43.517833
-1580.771604,1000,44.554322
-571.134533,1000,46.599321
-1294.842092,1000,47.636316
-615.617099,1000,49.675467
-1056.828158,1000,50.708559
-876.889061,1000,52.725302
-2397.17416,1000,53.765334
-2261.908485,1000,55.792325
-2658.438373,1000,56.837008
-1428.191546,1000,58.932284
-1497.345036,1000,59.979456
-528.192421,1000,62.056254
-678.251607,1000,63.093266
-1410.135434,1000,65.201886
-845.236405,1000,66.241808
-1127.517,1000,67.280351
-554.852245,1000,69.328847
-1423.24476,1000,70.355273
-1549.132018,1000,72.421035
-526.317964,1000,73.465031
-934.976671,1000,75.530145
-471.913991,1000,76.564832
-1395.300387,1000,78.616742
-724.613562,1000,79.649267
-528.913253,1000,81.75143
-526.200777,1000,82.790409
-1846.374829,1000,84.903409
-539.45536,1000,85.954004
-925.380029,1000,88.091017
-798.890935,1000,89.127705
-574.471964,1000,91.182073
-1818.487641,1000,92.220503
-710.133033,1000,94.292279
-1004.710038,1000,95.360552
-915.752497,1000,97.48585
-1559.118535,1000,98.645732
-1602.662836,1000,100.84169
-775.274478,1000,101.883984
-326.945446,1000,103.955753
-2009.919193,1000,105.011474
-2245.014837,1000,107.100226
-552.258336,1000,108.137109
-1687.084751,1000,110.211338
-470.030309,1000,111.245162
-1401.604677,1000,113.292915
-375.900282,1000,114.340601
-431.615545,1000,116.387167
-1101.084565,1000,117.434989
-477.870824,1000,119.504434
-1752.471158,1000,120.546857
-623.683896,1000,122.600675
-1584.332977,1000,123.6419
-2323.23504,1000,125.726328
-641.177887,1000,126.782495
-390.363348,1000,128.855542
-517.138099,1000,129.897337
-747.950572,1000,131.968992
-578.589764,1000,133.009893
-371.950494,1000,134.052952
-1020.623268,1000,136.088452
-313.361134,1000,137.127562
-851.993322,1000,139.179017
-1879.969801,1000,140.218115
-1967.718308,1000,142.269317
-198.914501,1000,143.307839
-1704.516285,1000,145.375341
-792.55307,1000,146.410997
-1283.264302,1000,148.468216
-1250.06104,1000,149.50986
-1643.390061,1000,151.528919
-455.235488,1000,152.568688
-808.898644,1000,154.683401
-870.761141,1000,155.7804
-183.800923,1000,157.914936
-505.578414,1000,158.966527
-250.442107,1000,161.020929
-1296.577784,1000,162.055048
-374.256014,1000,164.090359
-1957.328736,1000,165.123842
-1186.811693,1000,167.191891
-352.135539,1000,168.245712
-1212.13164,1000,170.332191
-451.714422,1000,171.384999
-309.60403,1000,173.634126
-1666.098251,1000,174.798967
-406.518209,1000,176.918607
-93.476718,1000,177.9574
-1942.404841,1000,180.035634
-265.848638,1000,181.108765
-798.67298,1000,183.193476
-2806.318838,1000,184.25077
-1500.023986,1000,186.362557
-500.183667,1000,187.404895
-1408.692156,1000,189.474825
-338.693915,1000,190.514384
-81.10645,1000,192.585397
-712.677241,1000,193.623267
-815.809124,1000,195.711248
-533.688568,1000,196.777654
-543.933917,1000,198.863984
-570.876615,1000,199.921374
-207.786937,1000,200.978538
-247.75812,1000,203.068217
-1213.513703,1000,204.128767
-2418.584564,1000,206.27177
-194.529994,1000,207.339895
-542.073756,1000,209.441473
-849.964072,1000,210.496181
-73.78133,1000,212.586089
-534.893355,1000,213.642663
-1369.883411,1000,215.805327
-1007.669846,1000,216.842472
-1261.456559,1000,218.938008
-55.855772,1000,219.979574
-1387.525965,1000,222.168863
-260.089951,1000,223.200962
-375.66279,1000,225.240702
-719.318925,1000,226.26826
-1220.928772,1000,228.398493
-322.048618,1000,229.43558
-874.33074,1000,231.555111
69.859803,1000,232.594398
-1368.246958,1000,234.667604
-544.148179,1000,235.716865
-73.094948,1000,237.820382
-92.135874,1000,238.858463
-259.510507,1000,240.914117
-368.635384,1000,241.946151
-179.731454,1000,244.106753
-1210.115235,1000,245.13879
-1133.888338,1000,247.165541
-385.281157,1000,248.200261
-303.363288,1000,250.221196
-859.203237,1000,251.268508
-133.858211,1000,253.375359
36.701657,1000,254.411905
-21.689787,1000,256.46851
124.445607,1000,257.505809
-20.462373,1000,259.565672
-574.255482,1000,260.602526
-296.577352,1000,262.655376
-62.707737,1000,263.695575
1.958572,1000,265.742166
82.341424,1000,266.779203
44.56299,1000,267.805838
68.463715,1000,269.840308
145.221921,1000,270.870704
-7.984763,1000,273.003086
189.877451,1000,274.049018
133.125406,1000,276.143445
-46.580434,1000,277.185284
146.624769,1000,279.253916
144.558687,1000,280.306518
187.061111,1000,282.404984
122.749015,1000,283.459574
112.499629,1000,285.551564
248.904958,1000,286.609064
274.826193,1000,288.71964
162.046394,1000,289.807848
167.697309,1000,291.903779
270.799873,1000,292.939353
356.668515,1000,295.036855
331.805902,1000,296.136512
384.355898,1000,298.222923
295.440308,1000,299.27646
360.056583,1000,301.344009
377.130229,1000,302.408992
352.960621,1000,304.479045
525.033529,1000,305.518278
431.612064,1000,307.558431
369.134981,1000,308.589144
585.377947,1000,310.631331
433.610372,1000,311.670047
383.380409,1000,313.782638
436.518269,1000,314.817688
521.256201,1000,316.835269
520.376643,1000,317.867027
415.871138,1000,319.922441
338.635475,1000,320.982163
572.816293,1000,323.066549
516.213997,1000,324.118013
600.545419,1000,326.35465
581.011704,1000,327.393736
632.97759,1000,329.470846
453.303971,1000,330.510943
601.522631,1000,332.581022
585.228922,1000,333.628038
680.778043,1000,334.676064
605.355803,1000,336.747259
588.729737,1000,337.787749
670.430106,1000,339.872304
636.37091,1000,340.912656
635.293722,1000,342.984196
666.726959,1000,344.034979
709.196772,1000,346.082734
686.245141,1000,347.122949
626.969915,1000,349.230092
692.846571,1000,350.266217
731.235044,1000,352.343393
762.555232,1000,353.399677
557.98922,1000,355.459393
749.627175,1000,356.489054
