#{"t_start": 1649986281.366896, "env_id": null}
r,l,t
-1699.975679,1000,2.938937
-919.28685,1000,4.011333
-1304.360181,1000,6.117249
-719.687174,1000,7.179917
-1152.139146,1000,9.266445
-601.445782,1000,10.392084
-579.769929,1000,12.44702
-965.465616,1000,13.496531
-2673.337609,1000,15.651701
-1586.031039,1000,16.721327
-1358.421304,1000,18.826253
-1328.695815,1000,19.891841
-1035.026297,1000,22.009888
-878.044804,1000,23.081229
-666.135625,1000,25.267422
-1340.40081,1000,26.36272
-528.805245,1000,28.456122
-965.430841,1000,29.514396
-460.96515,1000,31.590666
-2342.938054,1000,32.656779
-2894.006588,1000,34.903087
-2179.862765,1000,35.960105
-1235.346341,1000,38.043242
-2016.62236,1000,39.104516
-994.61301,1000,41.182396
-1604.54799,1000,42.24352
-2679.318669,1000,44.324267
-1320.031568,1000,45.373797
-739.501761,1000,47.447586
-1174.023364,1000,48.505201
-738.458656,1000,50.669953
-892.442575,1000,51.731638
-412.881131,1000,53.823678
-774.477047,1000,54.909196
-1604.835058,1000,57.015098
-477.916989,1000,58.086192
-718.31493,1000,60.200667
-995.784532,1000,61.271217
-1713.113809,1000,63.362255
-2592.005455,1000,64.420289
-2358.603432,1000,66.498432
-1175.4688,1000,67.555848
-1435.652507,1000,68.614251
-527.605257,1000,70.70651
-2626.549349,1000,71.762058
-1690.934354,1000,73.874164
-3575.42342,1000,74.936487
-1324.757654,1000,77.014652
-3101.323337,1000,78.077555
-647.54695,1000,80.178765
-1363.349332,1000,81.250888
-959.573587,1000,83.325181
-2586.299055,1000,84.380996
-1802.525881,1000,86.456129
-849.433252,1000,87.516157
-736.447939,1000,89.623984
-1020.973773,1000,90.697105
-1781.868536,1000,92.879656
-478.211527,1000,93.939957
-437.737322,1000,96.062121
-409.674678,1000,97.136874
-1634.122646,1000,99.2737
-1554.045517,1000,100.340068
-2720.017043,1000,102.428083
-1740.936789,1000,103.490823
-314.449185,1000,105.592738
-1132.425132,1000,106.663909
-2378.565911,1000,108.794066
-584.41802,1000,109.85925
-613.223944,1000,111.95603
-747.136637,1000,113.028312
-1565.16043,1000,115.125912
-2251.404046,1000,116.189556
-909.670849,1000,118.279791
-639.511804,1000,119.342128
-713.784732,1000,121.465101
-943.054597,1000,122.543189
-479.933528,1000,124.649817
-445.03946,1000,125.710472
-598.877911,1000,127.791261
-1377.936052,1000,128.858924
-1555.010719,1000,130.944591
-314.303743,1000,132.00879
-293.616147,1000,134.106371
-1155.867964,1000,135.157989
-313.303203,1000,136.21353
-430.629788,1000,138.292765
-1339.883873,1000,139.35699
-249.989061,1000,141.431947
-339.152102,1000,142.48817
-3493.985356,1000,144.594621
-451.979351,1000,145.671113
-287.154248,1000,147.746186
-247.752502,1000,148.797367
-475.533379,1000,150.864501
-326.361959,1000,151.920231
-923.448546,1000,153.981509
-169.178097,1000,155.027451
-202.869001,1000,157.085581
-865.508624,1000,158.137117
-1180.428756,1000,160.212042
-451.344009,1000,161.279655
-394.432697,1000,163.518189
-1535.888024,1000,164.595613
-651.681203,1000,166.736275
-795.283314,1000,167.809332
-94.759854,1000,169.924591
-161.984427,1000,170.995781
-434.558789,1000,173.108278
-303.356668,1000,174.184595
-218.911385,1000,176.313638
-99.763705,1000,177.549696
-370.938063,1000,179.643199
-125.984683,1000,180.71314
-180.71991,1000,182.798284
-219.410133,1000,183.871398
-48.225103,1000,186.012597
-159.120244,1000,187.120906
-419.39843,1000,189.259032
-479.277726,1000,190.31156
66.26645,1000,192.383459
-156.058952,1000,193.435545
1.17759,1000,195.522221
