#{"t_start": 1650118887.48545, "env_id": null}
r,l,t
-1160.751501,1000,2.87919
-966.447532,1000,3.940594
-1771.437299,1000,6.041864
-1697.517197,1000,7.099507
-991.811319,1000,9.193044
-1784.132947,1000,10.333594
-2382.911038,1000,12.44129
-1072.918506,1000,13.501238
-724.744219,1000,15.582189
-2401.014192,1000,16.68983
-1612.981286,1000,18.784058
-1343.033846,1000,19.850453
-993.094348,1000,22.066962
-1021.485867,1000,23.139296
-2573.593255,1000,25.239039
-1178.269941,1000,26.299938
-1325.026982,1000,28.389291
-679.61371,1000,29.456217
-1583.585572,1000,31.550705
-951.212917,1000,32.616808
-1185.993946,1000,34.688667
-1556.587999,1000,35.764784
-1507.997694,1000,37.856002
-1611.186475,1000,38.923962
-728.226419,1000,41.0609
-1078.274043,1000,42.131155
-694.451787,1000,44.228818
-540.874067,1000,45.300146
-663.190001,1000,47.382388
-661.639297,1000,48.458211
-1761.43053,1000,50.541674
-706.652259,1000,51.624027
-2149.193453,1000,53.75131
-1125.997323,1000,54.919711
-1148.163163,1000,57.16388
-1527.700953,1000,58.249742
-1613.319157,1000,60.37808
-1634.949052,1000,61.458256
-1034.367086,1000,63.578146
-1046.033917,1000,64.653106
-1096.319318,1000,66.721492
-856.022365,1000,67.785332
-2337.444851,1000,68.864891
-2122.2825,1000,70.932781
-1008.411674,1000,72.001639
-1720.415605,1000,74.111436
-1242.095402,1000,75.176774
-1362.951402,1000,77.295946
-678.058477,1000,78.370394
-416.309385,1000,80.482527
-535.544299,1000,81.563502
-577.185172,1000,83.789921
-613.637368,1000,84.885452
-912.020249,1000,87.017376
-1286.896662,1000,88.090996
-1493.222492,1000,90.207323
-371.090262,1000,91.280919
-1476.548693,1000,93.387126
-438.492241,1000,94.458246
-553.016298,1000,96.579725
-1112.302971,1000,97.659971
-831.444736,1000,99.730213
-1621.04652,1000,100.803482
-463.306698,1000,102.918261
-2122.279028,1000,104.008748
-1886.853238,1000,106.1596
-1287.560791,1000,107.248937
-1170.675199,1000,109.356698
-926.441545,1000,110.43855
-698.583295,1000,112.579653
-1006.823363,1000,113.683
-508.973077,1000,115.908995
-1128.600622,1000,117.015779
-812.259226,1000,119.128847
-2203.750123,1000,120.20031
-960.084406,1000,122.293713
-504.226781,1000,123.371342
-2247.813116,1000,125.500215
-307.604075,1000,126.583559
-475.054153,1000,128.768339
-860.121698,1000,129.841259
-779.592982,1000,131.931421
-1381.820357,1000,133.004097
-1545.302965,1000,135.125463
-565.95041,1000,136.197742
-487.070882,1000,137.268498
-891.334734,1000,139.402215
-454.331489,1000,140.482479
-2067.608677,1000,142.679162
-2014.738464,1000,143.759785
-756.460359,1000,145.885403
-1654.433863,1000,146.960232
-637.347083,1000,149.11099
-766.168243,1000,150.194167
