#{"t_start": 1650224097.2797456, "env_id": null}
r,l,t
-1906.82372,1000,3.721066
-1072.86374,1000,4.826203
-891.354147,1000,6.957133
-1043.28175,1000,8.053476
-961.800686,1000,10.180121
-868.950234,1000,11.350926
-667.280171,1000,13.502969
-1754.538161,1000,14.6057
-2059.762554,1000,16.729541
-627.912331,1000,17.817237
-1235.38379,1000,19.998805
-805.599698,1000,21.118603
-1264.021542,1000,23.306411
-1743.893948,1000,24.417685
-623.883522,1000,26.64579
-492.772512,1000,27.842765
-751.723891,1000,30.097825
-561.679311,1000,31.248619
-1504.809755,1000,33.444525
-537.551214,1000,34.542701
-13.421469,62,34.627659
-466.198512,413,35.074786
-184.289952,308,36.431644
-610.944329,1000,37.53309
-1392.514091,1000,39.870344
-924.468678,1000,41.080324
-1449.745436,1000,43.381517
-689.30302,1000,44.594529
-468.831648,1000,46.752623
-38.994697,130,46.906505
-1335.059566,1000,48.080129
-745.785354,1000,50.28059
-1169.19946,1000,51.413008
-607.842286,1000,53.640078
-1783.852343,1000,54.757647
-424.108729,1000,56.927912
-69.800816,190,57.145133
-1051.699037,728,57.962269
-32.545941,97,58.069428
-610.250288,1000,60.253923
-224.123652,245,60.550532
-362.108341,507,61.124489
-90.607854,126,61.267665
-666.817246,1000,62.395212
-1099.13808,1000,64.660688
-1241.296878,1000,65.798469
-1719.12414,1000,68.141196
-492.18332,1000,69.283837
-838.630275,1000,71.461442
-365.392043,1000,72.594159
-502.62159,1000,74.749071
-189.834773,249,75.036972
-42.066889,114,75.158788
-73.529616,115,75.281468
-6.081557,17,75.299567
-297.597048,178,75.497273
-1.193158,24,75.524003
-70.420147,109,75.645175
-80.667532,91,75.744245
-673.783689,1000,77.89555
-1664.181585,1000,78.972089
-1422.180736,1000,81.24591
-350.737732,424,81.719594
-1419.060947,1000,82.857726
-984.822232,1000,85.124483
-1071.982383,1000,86.35168
-553.494999,1000,88.506483
-1535.413542,1000,89.59264
-1414.329496,1000,91.742954
-1159.473846,1000,92.822342
-730.581551,1000,94.94288
-786.54798,1000,96.024913
-342.296914,1000,98.208685
-819.969267,1000,99.334904
-1740.806938,1000,101.452543
-646.178678,1000,102.55248
-1094.35316,1000,104.732994
-1053.667654,1000,105.824871
-2214.417761,1000,108.021894
-365.793049,1000,109.121505
-441.848473,1000,111.433155
-1144.605592,1000,112.614524
-2453.337311,1000,114.930354
-1460.120238,1000,116.051087
-1643.737815,1000,118.217163
-905.873507,1000,119.332887
-628.446684,1000,121.564721
-1190.742478,1000,122.698079
-491.149179,1000,124.872591
-1137.572682,1000,125.989311
-794.733609,952,128.128004
-6.547269,14,128.143759
-30.140008,89,128.243195
-345.628734,509,128.8039
4.56264,12,128.817739
-56.876945,118,128.949348
-853.001991,1000,130.060614
-788.079676,502,131.665224
-37.113882,110,131.789263
-147.597439,466,132.31049
-2276.585181,1000,134.496025
-1188.083804,1000,135.630302
-519.178742,1000,136.774057
-1087.629115,1000,139.010023
-498.563147,1000,140.154437
-43.175544,105,141.343243
-19.251373,15,141.359717
0.584319,23,141.38432
-2.445399,255,141.675215
4.579355,48,141.729382
-42.510438,83,141.823044
-21.022466,293,142.156173
-2186.77019,1000,143.313716
-1819.830842,1000,145.426129
-509.519641,701,146.193775
-682.840152,1000,148.307255
-394.229135,1000,149.396804
-417.302778,1000,151.490381
-1764.261464,1000,152.557953
-2099.437229,1000,154.658948
-312.809997,1000,155.750788
-868.876249,1000,157.902352
-1339.275548,1000,158.987473
-367.607646,1000,161.179116
-538.444359,1000,162.294828
-46.630314,168,162.475924
-133.078036,522,163.043519
-1643.621819,1000,165.168005
-888.394118,1000,166.259865
-754.530948,1000,168.368433
-2024.935592,1000,169.458512
-417.031282,1000,171.5936
-242.676801,1000,172.676439
-1233.134418,1000,174.793684
-1150.407656,1000,175.883668
-1085.465196,1000,177.999778
-483.242163,1000,179.096972
-23.972302,35,179.135177
-575.285412,1000,181.273009
-98.072153,1000,182.369779
-496.744,1000,184.486298
-371.765028,1000,185.56542
-824.2432,1000,187.683507
-47.838238,227,187.929475
-210.470231,437,188.40546
0.045161,44,188.453106
-212.560733,1000,190.647333
-630.897879,1000,191.801335
-433.86831,1000,193.92355
-252.182721,1000,194.998274
-82.317411,151,195.161412
-65.589565,182,195.352805
-24.23375,292,195.661203
11.963066,101,195.769263
-742.341934,1000,197.869858
-376.23578,1000,198.970396
-1733.40047,1000,201.096867
-517.495168,1000,202.180647
-303.077426,1000,204.299003
-189.087114,1000,205.3944
-1265.057565,1000,207.540301
-741.264931,1000,208.633868
-950.570154,1000,210.753561
-1135.559653,1000,211.843197
-147.753545,1000,213.989457
-532.16991,1000,215.083331
-356.592996,1000,217.237184
-913.725272,1000,218.329992
-226.572597,1000,220.457389
-378.274175,1000,221.547458
-161.82908,1000,223.752631
-343.041717,1000,224.848441
-514.734894,1000,226.969997
-641.342338,1000,228.055629
-938.615108,1000,230.183812
-170.565092,1000,231.289296
-73.610904,583,231.927149
-13.158968,11,231.939471
-3.874564,100,232.048688
-3.280938,13,232.062754
-314.276177,1000,234.173194
-425.634498,1000,235.242943
54.070906,1000,237.345052
-1095.907529,1000,238.432194
-475.487809,1000,240.502136
-5.561404,1000,241.567698
28.936077,1000,243.644366
-1453.376753,1000,244.712698
-152.690182,1000,246.817528
-431.296867,1000,247.885767
-276.764895,1000,250.081479
-488.278658,1000,251.168058
-299.622658,1000,253.293471
-628.20909,1000,254.404182
-620.522244,1000,256.535797
94.69622,1000,257.608496
59.819404,1000,259.841098
-346.998573,1000,260.991031
-79.59194,1000,263.147478
88.115415,679,263.902203
-897.363882,1000,266.184536
-1228.313842,1000,267.270093
-57.780732,1000,269.531993
-1264.901981,1000,270.616917
31.029116,186,270.834027
34.107063,302,271.16042
-5.194547,86,271.253531
2.724587,21,271.276159
-104.36085,188,271.479111
-496.495587,1000,273.674221
-790.866263,1000,274.786172
-379.802782,1000,276.970138
-181.2989,1000,278.051736
-1151.94333,1000,280.178041
18.395831,1000,281.262753
262.403437,1000,283.363762
-138.018242,1000,284.445867
116.448863,1000,286.565954
356.130953,1000,287.668743
252.505983,1000,289.792914
-510.074431,1000,290.892072
41.230157,1000,293.035589
-191.638978,1000,294.124392
-23.416142,1000,296.245039
-469.048932,1000,297.319144
-149.548358,1000,299.406362
254.784654,1000,300.48297
241.259322,1000,302.57876
297.592093,1000,303.660416
134.765281,1000,305.743662
-314.070849,1000,306.813712
-254.621138,1000,308.90599
151.581366,1000,309.996043
140.258386,1000,312.130878
-366.828985,1000,313.20576
-165.939796,1000,315.314101
-91.828745,1000,316.405881
112.198281,238,316.664018
413.817911,1000,318.765155
88.389788,1000,319.855078
55.18764,1000,321.965104
236.821847,1000,323.03822
-212.892829,1000,325.167777
118.639445,1000,326.247698
141.045052,1000,328.383533
350.785782,1000,329.477041
-46.085917,182,329.67755
351.072112,1000,331.833145
-19.363882,1000,332.914227
156.002576,1000,335.040614
377.239039,1000,336.132524
-179.73382,1000,338.237905
379.707718,805,339.111002
117.380785,762,339.942564
574.315729,1000,342.047535
289.748163,1000,343.139788
4.588132,1000,345.250572
418.47216,1000,346.337522
457.882969,1000,348.445843
479.088886,1000,349.534685
130.16182,1000,351.658116
478.606227,966,352.708234
511.376432,1000,354.828337
445.609789,1000,355.909597
475.61485,1000,358.047903
602.93957,1000,359.141136
380.039705,638,360.854628
86.513961,112,360.972561
591.261938,1000,362.037469
639.665522,1000,364.123089
716.525256,1000,365.198933
612.801207,1000,367.425984
646.861167,1000,368.507478
500.989007,1000,370.59918
696.658405,1000,371.673032
698.449556,1000,373.769157
684.056382,1000,374.859128
617.499289,1000,376.945858
697.662797,1000,378.022288
649.745473,1000,379.099079
740.689384,1000,381.200485
732.926432,1000,382.286006
810.777457,1000,384.408307
578.904047,1000,385.488676
690.657949,1000,387.579111
621.530754,1000,388.650098
594.175469,1000,390.744999
557.615232,1000,391.82049
679.028021,1000,393.906261
683.527663,1000,394.983501
804.670468,1000,397.071196
844.185428,1000,398.162887
838.979496,1000,400.247243
283.148694,401,400.678553
278.643588,1000,402.763625
757.271495,1000,403.824451
736.336758,1000,404.900551
710.918674,1000,406.997196
568.458235,1000,408.074609
860.02942,1000,410.191569
798.04779,1000,411.290036
858.98305,1000,413.375596
734.533844,1000,414.447822
843.316477,1000,416.530966
870.438204,1000,417.586249
67.544068,1000,419.658456
297.509101,1000,420.721338
