#{"t_start": 1650209635.7283056, "env_id": null}
r,l,t
-755.970542,1000,2.933236
-1451.616358,1000,4.007021
-1596.590204,1000,6.128359
-1134.336381,1000,7.22297
-1365.739743,1000,9.321969
-833.735219,1000,10.475483
-1163.880043,1000,12.559689
-1228.870311,1000,13.62895
-1555.392266,1000,15.815665
-596.958446,1000,16.896435
-2561.422324,1000,19.003609
-1167.782047,1000,20.076741
-2007.160032,1000,22.189067
-1092.399567,1000,23.282665
-713.88324,1000,25.373641
-413.27219,1000,26.452599
-649.508498,1000,28.513277
-865.482186,1000,29.580441
-1091.095928,1000,31.720736
-2306.982089,1000,32.822028
-572.175871,1000,34.92974
-573.861154,1000,36.012215
-784.142721,1000,38.148844
-524.168896,1000,39.244571
-699.70773,1000,41.406265
-1491.191877,1000,42.496546
-2258.081286,1000,44.618561
-779.889988,1000,45.696496
-365.702288,1000,47.819701
-835.71578,1000,48.91652
-442.090399,1000,51.044027
-455.591224,1000,52.129695
-1097.783169,1000,54.241689
-578.053365,1000,55.315804
-1012.663946,1000,57.434666
-945.153759,1000,58.553082
-869.734291,1000,60.696795
-1541.149012,1000,61.795614
-128.223152,625,62.482855
-31.001335,129,62.623644
-1227.836467,1000,64.861747
-327.192642,1000,65.95707
-669.353467,1000,68.085964
-867.153258,1000,69.176616
-638.729902,1000,71.314393
-644.983026,1000,72.411812
-644.222915,1000,74.559953
-435.464288,1000,75.653422
-731.999629,1000,77.782995
-2857.55652,1000,78.88672
-895.147802,1000,81.007014
-212.280399,305,81.342001
-2.353444,13,81.355986
-70.277388,205,81.575839
-122.822098,280,81.877646
-38.726763,135,82.022564
-1415.518399,1000,84.130637
-441.976182,1000,85.211235
-1500.243988,1000,87.348394
-221.741259,1000,88.517679
-479.805215,1000,90.628509
-1240.504631,1000,91.7148
-855.423477,1000,93.822477
-1384.201386,1000,94.919243
-416.451066,1000,97.043043
-312.897604,1000,98.134307
-12.501519,52,98.191228
-1019.574273,1000,100.306537
-370.633403,1000,101.393265
-224.909451,1000,103.526357
-595.416516,1000,104.616332
-824.298074,1000,106.767844
-454.91148,1000,107.86015
-67.387478,216,108.095797
-2560.425164,1000,110.247798
-934.07548,1000,111.334571
-1090.856776,1000,113.436616
-430.571112,1000,114.510236
-850.055953,1000,116.610145
-396.081661,1000,117.707802
-226.017767,1000,119.81469
-2.747992,108,119.939022
-7.924855,59,120.003822
-167.421459,577,120.639975
-1822.467507,1000,121.748996
-366.313237,1000,123.981822
-1425.7151,1000,125.077371
-929.173023,1000,127.200623
-184.575223,1000,128.295858
-2351.165357,1000,130.463931
-290.627115,1000,131.564155
-1763.64831,1000,133.758412
-1344.502572,1000,134.836806
-65.926831,1000,136.960905
-497.934029,1000,138.05501
-269.971169,1000,140.292083
-99.233675,1000,141.39737
-778.465293,1000,143.504996
-1777.336249,1000,144.605585
-583.547689,1000,146.732499
-361.958854,1000,147.821762
-1085.345153,1000,149.951061
-924.176719,1000,151.055904
-719.970159,1000,153.179114
-382.653017,1000,154.276533
-471.794805,1000,156.404603
-41.866904,341,156.780093
-130.769133,1000,157.875723
-837.774789,1000,160.05572
-698.778755,1000,161.158034
-197.101748,1000,163.317995
-326.50309,1000,164.413391
-379.475988,1000,166.5594
-794.529035,1000,167.664676
-614.172297,1000,169.869372
-1302.258137,1000,170.959296
-618.245503,1000,173.094083
24.102616,81,173.183054
-1227.250095,1000,174.284818
-222.819465,1000,176.408706
-457.380571,1000,177.504756
-868.123061,1000,179.701492
-162.260167,1000,180.910508
-85.04221,1000,183.049938
-747.811442,1000,184.140985
-465.361724,1000,186.24623
-84.681272,1000,187.33847
-225.285601,1000,189.521419
-162.080998,1000,190.600308
-28.653072,1000,192.723262
-362.172408,1000,193.83361
-367.938032,1000,195.950376
220.549658,1000,197.043867
-10.154235,1000,199.166328
-9.389166,1000,200.261611
142.918406,1000,202.372537
-569.293179,1000,203.46462
-546.197592,1000,205.591924
148.883569,1000,206.756111
146.597635,1000,208.914588
-741.371044,1000,210.019751
-255.201127,1000,212.161723
-143.704135,1000,213.267106
-696.075706,1000,215.447111
-214.634804,1000,216.519481
-709.26872,1000,217.596868
308.423541,1000,219.688182
-156.449564,1000,220.762566
-100.464666,1000,222.864721
-136.088989,1000,223.935425
-543.631904,1000,226.04584
287.84374,1000,227.114128
-84.460489,1000,229.215619
115.345866,1000,230.293429
75.443754,1000,232.405885
249.107765,1000,233.500288
-37.948913,1000,235.605833
492.776502,1000,236.678569
330.073966,1000,238.788069
294.902168,1000,239.896803
228.578622,1000,242.049989
318.349506,1000,243.134568
437.17745,1000,245.26783
287.615676,1000,246.338246
221.80525,754,248.160737
298.015283,1000,249.239995
462.384657,1000,251.357445
401.960041,1000,252.444376
208.735042,1000,254.600444
339.18835,1000,255.693593
348.811638,1000,257.805552
377.820095,1000,258.898048
288.895366,1000,260.998244
457.012735,1000,262.084743
525.892302,1000,264.202184
454.252754,1000,265.275637
513.295913,1000,266.366057
298.342077,1000,268.487729
472.664943,1000,269.581941
552.969018,1000,271.805422
594.615344,1000,272.881298
509.75983,1000,275.020933
506.81351,1000,276.10657
563.133258,1000,278.222631
516.077593,1000,279.301255
509.331081,1000,281.403559
645.927614,1000,282.490884
751.592479,1000,284.619451
424.794737,1000,285.714996
524.66305,1000,287.83844
695.423723,1000,288.92362
683.385683,1000,291.140059
623.579851,1000,292.247487
545.992682,1000,294.325149
624.122953,1000,295.403071
595.969472,1000,297.55021
741.342955,1000,298.647477
479.304794,1000,300.761798
655.704773,1000,301.850477
598.632488,1000,303.966734
659.459771,1000,305.062799
602.541061,1000,307.222067
672.481731,1000,308.318656
682.684522,1000,310.438064
351.009196,1000,311.527138
615.074837,1000,313.659761
751.046745,1000,314.781143
763.859728,1000,316.899172
743.314374,1000,317.973487
709.486282,1000,320.156937
423.349286,1000,321.322094
606.787617,1000,323.543349
713.004071,1000,324.726384
687.148691,1000,326.843263
761.283991,1000,327.929636
814.802167,1000,330.047104
848.271405,1000,331.157258
742.027592,1000,333.275888
840.604065,1000,334.354112
818.964966,1000,335.432377
630.900843,1000,337.632376
738.758766,1000,338.716906
899.265574,1000,340.82091
815.980774,1000,341.886372
888.679245,1000,343.965713
930.209614,1000,345.031837
830.371249,1000,347.165616
748.849787,1000,348.264159
881.637798,1000,350.403479
813.968655,1000,351.482464
817.910153,1000,353.610344
509.600827,1000,354.704062
828.823268,1000,356.832059
838.431018,1000,357.922899
957.184177,1000,360.134405
916.017819,1000,361.222614
918.286418,1000,363.367916
933.484161,1000,364.463478
987.920753,1000,366.557131
884.739354,1000,367.648107
881.753676,1000,369.756521
930.654454,1000,370.842965
930.68484,1000,372.905165
772.539712,1000,373.989695
886.423669,1000,376.082622
969.932937,1000,377.162152
895.536345,1000,379.322174
930.147432,1000,380.387099
989.469356,1000,382.493437
998.84032,1000,383.576419
904.058877,1000,385.712728
981.705516,1000,386.810147
1064.082607,1000,388.910474
1049.938578,1000,389.988997
984.584183,1000,392.095963
984.547961,1000,393.195607
890.295404,1000,395.338391
1023.719551,1000,396.422405
980.782768,1000,398.54706
1005.149803,1000,399.652059
1001.698021,1000,401.757609
1067.847614,1000,402.849108
948.088529,1000,403.940866
982.770839,1000,406.087042
933.875005,1000,407.177358
1025.699173,1000,409.29964
1003.085671,1000,410.401455
1108.46752,1000,412.529719
1085.216234,1000,413.624637
1078.009369,1000,415.742136
1139.438623,1000,416.848881
1085.000117,1000,419.080974
1100.145761,1000,420.173864
1084.52518,1000,422.276892
958.150852,1000,423.344564
1075.613254,1000,425.457859
1072.837657,1000,426.57596
913.976878,1000,428.776529
1067.687713,1000,429.87528
1018.542074,1000,432.041929
1004.6262,1000,433.145947
1017.001442,1000,435.296303
934.122958,1000,436.386166
1039.466195,1000,438.547007
1189.846728,1000,439.625193
1119.181727,1000,441.738274
989.034666,1000,442.826523
928.585665,1000,444.960992
1135.783785,1000,446.058345
1163.453824,1000,448.174616
1176.35817,1000,449.269704
980.667107,1000,451.42577
1121.425098,1000,452.525435
1158.243627,1000,454.680835
1172.958487,1000,455.762307
1201.724107,1000,457.864386
1172.799211,1000,458.965327
1078.371048,1000,461.089822
1256.700209,1000,462.189661
1166.872562,1000,464.311536
1115.4281,1000,465.398348
1094.950384,1000,467.56684
1198.124236,1000,468.657194
1179.410898,1000,470.764186
1204.845678,1000,471.861816
1187.897157,1000,472.959638
1245.180767,1000,475.127191
1208.461348,1000,476.219404
1226.154271,1000,478.367984
1281.067512,1000,479.447212
1143.533953,1000,481.540322
1204.852631,1000,482.628557
1186.578224,1000,484.753584
1208.878167,1000,485.834882
1272.443465,1000,487.948316
1241.676742,1000,489.019184
1324.566175,1000,491.134908
1294.369379,1000,492.215675
1302.355792,1000,494.339396
1240.876968,1000,495.44501
1296.498453,1000,497.573139
1290.004199,1000,498.663267
1350.198012,1000,500.778234
1322.853803,1000,501.876603
1307.650871,1000,504.010654
1277.573059,1000,505.111794
1226.345807,1000,507.274726
1282.227077,1000,508.387851
1234.526027,1000,510.521463
1307.411673,1000,511.630536
1272.131155,1000,513.76985
1387.321454,1000,514.886563
1392.032736,1000,517.008817
1400.605392,1000,518.096499
1343.050677,1000,520.196838
1385.259951,1000,521.284967
1330.539629,1000,523.404495
1361.949386,1000,524.479228
1230.497297,1000,526.591338
1335.169728,1000,527.698521
1411.711251,1000,529.879147
1383.207061,1000,530.98972
1290.496877,1000,533.132469
1472.243002,1000,534.221913
1476.567886,1000,536.375933
1472.933584,1000,537.467978
1479.324197,1000,539.651638
1443.205308,1000,540.749237
1430.801071,1000,541.848408
1410.794292,1000,544.041091
1431.23995,1000,545.139416
1362.390809,1000,547.408277
1356.217812,1000,548.476074
1219.57003,1000,550.568349
1450.804796,1000,551.650084
1485.186217,1000,553.753425
1550.534891,1000,554.839337
1339.649243,1000,557.025432
1430.138396,1000,558.256219
1482.061676,1000,560.455382
1354.703726,1000,561.558377
1431.208339,1000,563.68952
1443.202775,1000,564.785191
1454.689055,1000,566.990965
1409.815391,1000,568.103631
1477.575656,1000,570.210737
1503.57106,1000,571.299106
1464.536131,1000,573.400706
1466.773516,1000,574.483591
1491.333633,1000,576.635592
1471.495302,1000,577.770652
1513.928705,1000,579.927629
1509.434337,1000,581.032028
1549.500312,1000,583.163449
1350.79313,1000,584.275962
1496.351591,1000,586.422934
1550.745456,1000,587.534683
1571.879727,1000,589.693368
1505.457113,1000,590.77387
1454.953787,1000,592.918583
1524.571381,1000,593.993239
1568.927044,1000,596.114506
1526.591686,1000,597.197301
1477.005626,1000,599.290041
1489.649101,1000,600.364829
1584.598425,1000,602.450154
1632.077879,1000,603.548513
1541.238789,1000,605.645946
1532.109961,1000,606.723494
1591.113984,1000,607.791643
1564.431686,1000,609.894864
1562.474497,1000,610.988888
1547.010617,1000,613.205133
1438.713562,1000,614.32335
1521.237615,1000,616.462947
1589.86419,1000,617.558918
1548.833475,1000,619.679153
1574.603634,1000,620.75564
1562.053212,1000,622.858049
1569.677852,1000,623.941684
1620.643468,1000,626.04995
1602.825654,1000,627.142515
1487.90525,1000,629.250993
1614.59323,1000,630.34255
1553.633586,1000,632.494978
1596.879001,1000,633.585497
