#{"t_start": 1650054401.0645084, "env_id": null}
r,l,t
475.596508,1000,2.693429
-1045.693704,1000,7.337432
-1537.373691,1000,11.972391
-2208.995195,1000,16.682652
-1403.185497,1000,21.295981
-1322.218423,1000,26.033653
-556.227009,1000,30.727849
-211.535063,1000,35.366526
-705.804768,1000,39.956357
474.936025,1000,44.527567
353.785046,1000,49.144621
373.064051,1000,53.827036
-581.793115,1000,58.472642
366.028081,1000,63.146483
80.394724,1000,67.782129
579.514558,1000,72.478013
678.0319,1000,77.277233
640.0506,1000,82.013594
506.872657,1000,86.69816
-1335.787751,1000,91.418026
418.059816,1000,96.069218
559.922453,1000,100.77382
457.124598,1000,105.441463
74.460337,1000,110.173195
239.390362,1000,114.943429
734.711017,1000,119.64823
750.227106,1000,124.275368
595.37022,1000,128.972579
594.853564,1000,133.665642
-119.035858,1000,138.358909
380.784393,1000,143.023067
722.707574,1000,147.683078
-43.182122,1000,152.393621
-350.526768,1000,157.039192
639.132092,1000,161.728096
724.796372,1000,166.425376
639.291421,1000,171.137178
851.793848,1000,175.786134
949.235107,1000,180.425972
1007.670491,1000,185.081577
-138.523035,1000,189.721517
1217.186305,1000,194.347289
1198.572857,1000,198.979635
1137.427532,1000,203.776848
1182.55332,1000,208.431021
1174.892317,1000,213.029541
1106.518337,1000,217.621839
1456.722871,1000,222.302289
1435.753641,1000,227.06236
-1126.920172,1000,231.783172
1236.422411,1000,236.50969
1352.681588,1000,241.270994
1650.749812,1000,245.985935
1764.307812,1000,250.675096
1744.109277,1000,255.394023
1125.277961,1000,260.288862
1548.186866,1000,264.881411
1727.004469,1000,269.60964
1875.131536,1000,274.263414
1812.933772,1000,278.91807
1966.027989,1000,283.61626
1887.309507,1000,288.293483
1821.229304,1000,293.105171
1908.42118,1000,297.919583
1901.520926,1000,302.580094
1953.765653,1000,307.248951
1956.643277,1000,311.951488
1910.557809,1000,316.685515
1929.917043,1000,321.51364
1902.173968,1000,326.19847
1888.46741,1000,330.919797
1983.068602,1000,335.555708
1960.430487,1000,340.14821
1992.447574,1000,344.820089
1917.72423,1000,349.567978
1935.087446,1000,354.272363
2036.821855,1000,359.046593
1933.009276,1000,363.705738
2012.26818,1000,368.299262
1906.995129,1000,372.896111
1957.953245,1000,377.702359
1925.532859,1000,382.521633
2010.695263,1000,387.228922
1998.122592,1000,391.822797
1992.980249,1000,396.42931
1961.742693,1000,401.307488
2011.461802,1000,405.962688
1934.47656,1000,410.687354
2043.142148,1000,415.381243
2032.347239,1000,420.094934
1948.217588,1000,424.838274
2020.707387,1000,429.550738
2014.964312,1000,434.254679
1982.660994,1000,438.925445
2028.753779,1000,443.627687
2017.523132,1000,448.433055
1989.431915,1000,453.269402
2051.907802,1000,457.853217
1765.868203,1000,462.461804
2072.71957,1000,467.099288
2053.316994,1000,471.737518
2021.058711,1000,476.348896
2015.550991,1000,481.049919
1995.792918,1000,485.693183
1974.441664,1000,490.467175
1904.946703,1000,495.31235
1987.447602,1000,500.099428
2027.354919,1000,504.898083
2041.23533,1000,509.574812
2055.07904,1000,514.316796
1958.569198,1000,519.033507
2009.997939,1000,523.684312
1975.752211,1000,528.286867
2031.558098,1000,532.920834
2001.514779,1000,537.520754
2024.897656,1000,542.211338
2035.307367,1000,546.913432
2052.189025,1000,551.819809
2084.319181,1000,556.399348
2082.073051,1000,561.120018
2084.810336,1000,565.814368
2101.880722,1000,570.393528
2003.080371,1000,575.061527
2006.455858,1000,579.677137
2083.920769,1000,584.344086
2065.163443,1000,589.04228
2081.828287,1000,593.69477
2069.461546,1000,598.332898
1989.982517,1000,602.948252
2097.045971,1000,607.603081
2074.741903,1000,612.293726
2090.834505,1000,616.989431
2090.574011,1000,621.679652
2083.03244,1000,626.28614
2042.555799,1000,630.965449
2028.791564,1000,635.626849
2076.09363,1000,640.242061
2076.396895,1000,644.909874
2089.593059,1000,649.683745
1995.914875,1000,654.390883
2045.674816,1000,659.123488
2109.450345,1000,663.77057
2016.0011,1000,668.411976
2045.229054,1000,673.111875
2051.249292,1000,677.777002
