#{"t_start": 1649991010.0964386, "env_id": null}
r,l,t
-662.509007,1000,2.957288
-459.781511,1000,4.018737
-1392.628215,1000,6.100911
-1755.926173,1000,7.163205
-1496.156337,1000,9.258006
-1124.26612,1000,10.37991
-760.250975,1000,12.516373
-1425.264191,1000,13.579869
-486.33153,1000,15.674764
-1175.062888,1000,16.743337
-782.825755,1000,18.822681
-1003.947123,1000,19.873193
-890.247219,1000,21.966181
-963.198656,1000,23.036283
-1428.769802,1000,25.138818
-670.897915,1000,26.208063
-882.991164,1000,28.261134
-1489.372346,1000,29.306472
-856.736754,1000,31.408876
-1067.353866,1000,32.474527
-1038.530015,1000,34.574707
-798.33074,1000,35.631664
-622.972774,1000,37.699761
-397.507421,1000,38.743386
-748.027926,1000,40.804087
-446.889117,1000,41.863101
-1512.514089,1000,43.943818
-503.651177,1000,45.00737
-833.9587,1000,47.077456
-790.211019,1000,48.133757
-1172.839874,1000,50.238791
-789.633784,1000,51.293575
-662.113746,1000,53.384993
-1783.574343,1000,54.452714
-535.899854,1000,56.542781
-1096.625644,1000,57.591824
-1605.452584,1000,59.667995
-619.393566,1000,60.721647
-1521.38803,1000,62.900379
-567.22235,1000,63.966576
-984.654425,1000,66.055351
-493.253751,1000,67.128594
-552.398287,1000,68.192068
-810.00981,1000,70.309843
-1030.983151,1000,71.378524
-733.202714,1000,73.620345
-595.582526,1000,74.721839
-741.401429,1000,76.860519
-683.830026,1000,77.92068
-1693.784348,1000,80.001701
-832.260173,1000,81.071573
-884.206653,1000,83.240398
-696.929499,1000,84.313872
-702.017167,1000,86.381096
-1243.55918,1000,87.43517
-990.021018,1000,89.543225
-1007.910225,1000,90.612329
-454.771522,1000,92.711658
-405.159093,1000,93.779085
-2442.543618,1000,95.877063
-2419.234363,1000,96.93441
-849.025174,1000,99.013803
-705.350215,1000,100.067308
-2042.11781,1000,102.151642
-1418.058367,1000,103.218076
-1284.025035,1000,105.333781
-2178.681386,1000,106.401193
-1071.905969,1000,108.529802
-1548.373765,1000,109.594363
-717.769237,1000,111.6837
-319.247901,1000,112.742777
-336.791299,1000,114.817056
-291.458131,1000,115.873119
-608.679985,1000,117.984408
-877.016018,1000,119.039937
-434.70738,1000,121.127961
-443.395157,1000,122.18203
-758.336208,1000,124.271836
-708.309557,1000,125.325246
-639.968955,1000,127.428955
-520.143226,1000,128.4897
-1424.189743,1000,130.571034
-1932.700035,1000,131.622759
-549.499329,1000,133.716972
-435.24205,1000,134.762143
-522.107185,1000,135.809856
-608.377546,1000,137.889613
-282.85084,1000,138.952812
-639.51866,1000,141.012802
-67.1009,1000,142.079323
-758.558294,1000,144.25779
-837.437037,1000,145.320076
-495.988023,1000,147.429675
-201.993051,1000,148.480786
-540.730293,1000,150.6113
-267.008211,1000,151.732777
-1011.228348,1000,153.862267
-614.286126,1000,154.930016
-304.406675,1000,157.00946
-670.413434,1000,158.074583
-607.124193,1000,160.273863
-806.460249,1000,161.344069
-1007.494884,1000,163.417426
-233.213052,1000,164.472082
-180.086149,1000,166.594314
-404.651395,1000,167.679017
-2417.513656,1000,169.77087
-536.71845,1000,170.817729
-804.095656,1000,172.88035
-105.894515,1000,173.925761
-283.267113,1000,176.006485
-545.717394,1000,177.05279
-267.952928,1000,179.106965
-798.07748,1000,180.158526
-594.238662,1000,182.217242
-409.222982,1000,183.276033
67.410388,1000,185.390752
-1276.098749,1000,186.457549
-100.078789,1000,188.5457
-292.597291,1000,189.612369
