#{"t_start": 1650219269.664963, "env_id": null}
r,l,t
-662.509007,1000,2.909992
-1031.161582,1000,3.990785
-1745.805081,1000,6.100695
-1171.350366,1000,7.17784
-677.245689,1000,9.280379
-1887.653763,1000,10.383442
-702.688174,1000,12.539909
-1815.391735,1000,13.65215
-589.925363,1000,15.778014
-1948.434875,1000,16.87059
-706.767818,1000,18.993919
-511.063108,1000,20.082304
-575.428282,1000,22.207687
-1142.767137,1000,23.300063
-1404.94162,1000,25.412385
-1040.618761,1000,26.5121
-1034.807256,1000,28.62314
-973.189594,1000,29.705997
-520.216224,1000,31.822332
-680.396883,1000,32.898846
-800.994266,1000,35.011441
-1011.631936,1000,36.079018
-1029.616599,1000,38.250672
-582.383564,1000,39.362072
-630.00791,1000,41.51534
-2405.713082,1000,42.611058
-1213.753031,1000,44.721399
-920.075154,1000,45.818153
-251.964122,376,46.228575
-285.75336,399,47.687707
-1035.644151,1000,48.777346
-602.652961,1000,50.890559
-502.951785,1000,51.982736
-676.801421,1000,54.130943
-597.878638,1000,55.21275
-1055.161363,1000,56.288355
-568.445542,1000,58.391757
-617.9528,1000,59.468256
-764.418047,1000,61.589187
-1935.582532,1000,62.683909
-326.406494,1000,64.808197
-424.009517,1000,65.90109
-1281.716954,1000,68.030271
-399.047502,1000,69.192222
-1657.327305,1000,71.4131
-1724.321589,1000,72.571243
-1030.901292,1000,74.685236
-976.166441,1000,75.756062
-1599.321779,1000,77.869533
-1516.142101,1000,78.935015
-800.493354,1000,81.024463
-1262.511294,1000,82.109308
-566.658676,1000,84.212202
-1990.954532,1000,85.300058
-360.893311,1000,87.422103
-2029.832345,1000,88.510588
-265.650769,1000,90.634214
-2208.15266,1000,91.725502
-881.353571,1000,93.861361
-744.290697,1000,94.945208
-1891.199672,1000,97.213569
-1224.745214,1000,98.297934
-862.890679,1000,100.415888
-2328.559152,1000,101.506898
-689.278403,1000,103.642766
-467.292609,644,104.340555
-978.763628,1000,105.419316
-1543.40352,1000,107.547448
-1382.422393,1000,108.64757
-496.49303,1000,110.754072
-1341.085214,1000,111.842124
-2370.788135,1000,113.94378
-77.97227,280,114.245801
-692.42524,1000,116.347856
-2527.123317,1000,117.429483
-2467.430574,1000,118.513834
-294.278433,745,120.376177
-2427.721735,1000,121.460747
-738.943922,1000,123.550748
-219.504704,1000,124.622043
-734.859692,1000,126.698205
-3271.758555,1000,127.775369
-2477.327895,1000,129.877074
-274.124562,1000,130.953248
-503.931237,1000,133.083454
-910.298457,1000,134.161968
-263.44806,1000,136.31338
-958.94442,1000,137.397587
-2550.458254,1000,139.5769
-2887.460586,1000,140.746089
-1362.436809,1000,142.907039
-369.81784,1000,143.984437
-2013.797082,1000,146.090527
-2279.886084,1000,147.175982
-1721.535749,1000,149.304646
-325.485857,1000,150.382641
-426.904789,1000,152.524018
-990.415902,1000,153.604536
-3324.46418,1000,155.733663
-706.967902,1000,156.804271
-538.609771,1000,158.871279
-614.610544,1000,159.94013
-96.372636,1000,162.098362
-1246.080742,1000,163.171005
-216.757177,1000,165.268566
